escuela,region,distrito,total_matricula,curso,nivel,pct_estudiantes
CENTRO DE ADIESTRAMIENTO Y BELLAS ARTES,MAYAGUEZ,AGUADILLA,NA,espa,avanzado,NA
CARMEN GOMEZ TEJERA,SAN JUAN,SAN JUAN II,199,espa,avanzado,9.48
CARMEN GOMEZ TEJERA,BAYAMON,BAYAMON,415,espa,avanzado,21.88
CARMEN NOELIA PERAZA TOLEDO,ARECIBO,ARECIBO,234,espa,avanzado,84.62
CARMEN PILAR SANTOS,HUMACAO,LAS PIEDRAS,221,espa,avanzado,7.02
CARMEN SANABRIA DE FIGUEROA,SAN JUAN,SAN JUAN II,171,espa,avanzado,31.94
CARMEN SOLA DE PEREIRA,PONCE,PONCE,336,espa,avanzado,19.5
CASIANO CEPEDA (INTERMEDIA),HUMACAO,CANOVANAS,290,espa,avanzado,7.02
CASIANO CEPEDA (SUPERIOR),HUMACAO,CANOVANAS,431,espa,avanzado,2.5
CASTILLO,MAYAGUEZ,MAYAGUEZ,110,espa,avanzado,50.82
CAYETANO SANCHEZ,CAGUAS,GUAYAMA,123,espa,avanzado,25
CECILIO LEBRON RAMOS,HUMACAO,YABUCOA,352,espa,avanzado,19.05
CEFERINO COLON LUCCA,PONCE,YAUCO,94,espa,avanzado,86.79
CELSO GONZALEZ VAILLANT,HUMACAO,CANOVANAS,349,espa,avanzado,17.24
CENTRAL ARTES VISUALES,SAN JUAN,SAN JUAN I,682,espa,avanzado,55.39
CENTRO ADIESTRAMIENTO VOCACIONAL,CAGUAS,CIDRA,117,espa,avanzado,0
CENTRO COMUNAL,ARECIBO,VEGA ALTA,194,espa,avanzado,33.6
CENTRO DE ADIESTRAMIENTO,ARECIBO,VEGA ALTA,150,espa,avanzado,0
CENTRO EUGENIO MARIA DE HOSTOS,SAN JUAN,SAN JUAN I,128,espa,avanzado,12.9
CENTRO VOCACIONAL ESPECIAL,MAYAGUEZ,AGUADILLA,123,espa,avanzado,0
CERRILLO HOYOS,PONCE,PONCE,128,espa,avanzado,24.62
CERRO GORDO MEDINA,MAYAGUEZ,SAN SEBASTIAN,138,espa,avanzado,22.47
CHARLES E MINER,CAGUAS,GURABO,276,espa,avanzado,42.86
CHARLES T IRIZARRY,MAYAGUEZ,MAYAGUEZ,117,espa,avanzado,12.16
CIPRIANO MANRIQUE,CAGUAS,GURABO,234,espa,avanzado,53.7
CLAUDIO FERRE COTTO,CAGUAS,BARRANQUITAS,224,espa,avanzado,10.43
CLEMENCIA MELENDEZ,CAGUAS,CIDRA,346,espa,avanzado,14.8
CLEMENTE RAMIREZ DE ARELLANO,ARECIBO,MANATI,285,espa,avanzado,47.13
COLEEN VAZQUEZ URRUTIA,BAYAMON,COROZAL,343,espa,avanzado,13.04
CONCEPCION MENDEZ CANO,CAGUAS,GURABO,226,espa,avanzado,10.68
CONCEPCION PEREZ HERNANDEZ,ARECIBO,MANATI,88,espa,avanzado,36
CONRADO RODRIGUEZ,MAYAGUEZ,AGUADILLA,199,espa,avanzado,6.45
CONSEJO,PONCE,YAUCO,114,espa,avanzado,68.75
CONSUELO LOPEZ BENET,CAGUAS,CIDRA,142,espa,avanzado,86.44
CONSUMO,MAYAGUEZ,MAYAGUEZ,101,espa,avanzado,22.06
COQUI (INTERMEDIA),CAGUAS,GUAYAMA,161,espa,avanzado,26.14
COTTO (ANEXO),ARECIBO,ARECIBO,26,espa,avanzado,0
CRISTOBAL COLON,BAYAMON,BAYAMON,207,espa,avanzado,17.86
CRISTOBAL DEL CAMPO,HUMACAO,YABUCOA,298,espa,avanzado,20
CRISTOBAL SANTANA MELECIO (NUEVA),ARECIBO,VEGA ALTA,165,espa,avanzado,21.93
CRISTOBAL VICENS,ARECIBO,MANATI,85,espa,avanzado,12.2
CROEC-CENTRO RESIDENCIAL DE OPORTUNIDADES,HUMACAO,FAJARDO,NA,espa,avanzado,NA
CROEM,MAYAGUEZ,MAYAGUEZ,175,espa,avanzado,100
CRUZ ROSA RIVAS,ARECIBO,MANATI,382,espa,avanzado,43.93
CRUZ SALGUERO TORRES,SAN JUAN,CAROLINA,220,espa,avanzado,16.78
CUESTA DE PIEDRAS,MAYAGUEZ,MAYAGUEZ,210,espa,avanzado,16.91
DALILA TORRES,PONCE,YAUCO,139,espa,avanzado,75
DAMIAN ABAJO,BAYAMON,OROCOVIS,81,espa,avanzado,94.12
DANIEL DIAZ SANTANA (JAGUAS),CAGUAS,GURABO,147,espa,avanzado,43.42
DANIEL SERRANO RIVERA,PONCE,SANTA ISABEL,306,espa,avanzado,19.05
DANIEL VELEZ SOTO,ARECIBO,CAMUY,356,espa,avanzado,31.18
DAVID G FARRAGUT,MAYAGUEZ,MAYAGUEZ,205,espa,avanzado,25
DELIA DAVILA DE CABAN,BAYAMON,TOA BAJA,231,espa,avanzado,20.34
DESIDERIO MENDEZ RODRIGUEZ (MAIZALES),HUMACAO,FAJARDO,117,espa,avanzado,18.64
DIEGO VAZQUEZ,CAGUAS,GURABO,198,espa,avanzado,26.27
DOLORES ALVAREZ,BAYAMON,BAYAMON,225,espa,avanzado,29.91
DOLORES GOMEZ  DE ROMAN,ARECIBO,ARECIBO,206,espa,avanzado,23.89
DOLORES GONZALEZ,CAGUAS,GUAYAMA,144,espa,avanzado,22.5
DOMINGO APONTE COLLAZO,ARECIBO,CAMUY,1027,espa,avanzado,18.33
DOMINGO MASSOL,PONCE,UTUADO,114,espa,avanzado,19.64
DOMINGO NIEVES ORTIZ (PALMA SOLA),HUMACAO,CANOVANAS,168,espa,avanzado,52.17
DOMINGO PIETRI RUIZ,PONCE,UTUADO,425,espa,avanzado,12.5
DON MANOLO RIVERA,BAYAMON,COROZAL,166,espa,avanzado,22.58
DR AGUSTIN STAHL,MAYAGUEZ,AGUADILLA,150,espa,avanzado,14
DR ALFREDO M AGUAYO,PONCE,PONCE,268,espa,avanzado,3.92
DR ANTONIO S PEDREIRA,SAN JUAN,SAN JUAN I,288,espa,avanzado,51.39
DR CARLOS GONZALEZ,MAYAGUEZ,AGUADILLA,1094,espa,avanzado,54.29
DR CAYETANO COLL Y TOSTE,ARECIBO,ARECIBO,491,espa,avanzado,91.39
DR EFRAIN GONZALEZ TEJERA,PONCE,UTUADO,188,espa,avanzado,63.49
DR EFRAIN SANCHEZ HIDALGO,MAYAGUEZ,SAN SEBASTIAN,436,espa,avanzado,18.47
DR EFRAIN SANCHEZ HIDALGO,BAYAMON,TOA BAJA,295,espa,avanzado,15.56
DR FACUNDO BUESO,SAN JUAN,SAN JUAN I,429,espa,avanzado,1.85
DR FRANCISCO HERNANDEZ Y GAETAN,SAN JUAN,SAN JUAN I,214,espa,avanzado,41.88
DR FRANCISCO SUSONI,ARECIBO,ARECIBO,243,espa,avanzado,69.41
DR FRANCISCO VAZQUEZ,ARECIBO,MANATI,288,espa,avanzado,14.36
DR HERIBERTO DOMENECH,MAYAGUEZ,SAN SEBASTIAN,715,espa,avanzado,14.19
DR HIRAM GONZALEZ,BAYAMON,BAYAMON,482,espa,avanzado,14.29
DR JOSE C BARBOSA,PONCE,PONCE,211,espa,avanzado,8
DR JOSE CELSO BARBOSA,MAYAGUEZ,CABO ROJO,165,espa,avanzado,44.74
DR JOSE CELSO BARBOSA,SAN JUAN,SAN JUAN I,257,espa,avanzado,10.4
DR JOSE M LAZARO,SAN JUAN,CAROLINA,731,espa,avanzado,9.4
DR JOSE N GANDARA,CAGUAS,BARRANQUITAS,567,espa,avanzado,23.53
DR JOSE PADIN,BAYAMON,BAYAMON,93,espa,avanzado,5
DR JOSE PADIN,BAYAMON,COROZAL,427,espa,avanzado,21.62
DR JUAN JOSE OSUNA,CAGUAS,GURABO,404,espa,avanzado,6
DR JULIO J HENNA,SAN JUAN,SAN JUAN I,299,espa,avanzado,3.88
DR MAXIMO DONOSO SANCHEZ,PONCE,SANTA ISABEL,492,espa,avanzado,18.6
DR MODESTO RIVERA RIVERA,SAN JUAN,CAROLINA,240,espa,avanzado,10.18
DR PEDRO ALBIZU CAMPOS,ARECIBO,CAMUY,243,espa,avanzado,10.09
DR PEDRO ALBIZU CAMPOS,CAGUAS,CIDRA,591,espa,avanzado,18.49
DR PEDRO ALBIZU CAMPOS,HUMACAO,CANOVANAS,272,espa,avanzado,9.24
DR PEDRO ALBIZU CAMPOS,PONCE,SANTA ISABEL,360,espa,avanzado,75.86
DR PEDRO ALBIZU CAMPOS,PONCE,PONCE,159,espa,avanzado,12.9
DR PEDRO ALBIZU CAMPOS,BAYAMON,TOA BAJA,797,espa,avanzado,22.97
DR PEDRO PEREA FAJARDO,MAYAGUEZ,MAYAGUEZ,1009,espa,avanzado,11.11
DR PILA,PONCE,PONCE,513,espa,avanzado,20.72
DR RAFAEL LOPEZ LANDRON,CAGUAS,GUAYAMA,373,espa,avanzado,7.23
DR RAFAEL PUJALS,PONCE,PONCE,460,espa,avanzado,35.46
DR RAMON EMETERIO BETANCES,CAGUAS,CIDRA,647,espa,avanzado,16.01
DR RAMON MELLADO PARSONS,SAN JUAN,CAROLINA,357,espa,avanzado,25.33
DR SANTIAGO VEVE CALZADA,HUMACAO,FAJARDO,582,espa,avanzado,3.16
DR SANTOS J SEPULVEDA,BAYAMON,BAYAMON,309,espa,avanzado,87.36
DR. AGUSTIN STAHL,BAYAMON,BAYAMON,659,espa,avanzado,9.68
DR. JOSE ANTONIO DAVILA,BAYAMON,BAYAMON,521,espa,avanzado,8.38
DRA CARMENDELIA COLON MARTINEZ,CAGUAS,BARRANQUITAS,420,espa,avanzado,36.41
DRA CONCHITA CUEVAS,CAGUAS,GURABO,734,espa,avanzado,12.11
DRA MARIA SOCORRO LACOT,CAGUAS,GUAYAMA,1191,espa,avanzado,16.04
DRA MARIA T DELGADO DE MARCANO,HUMACAO,YABUCOA,586,espa,avanzado,23.37
EASTON,ARECIBO,MANATI,152,espa,avanzado,36.05
ECOLOGICA DE CULEBRA,HUMACAO,FAJARDO,169,espa,avanzado,31.11
EDMUNDO DEL VALLE CRUZ,HUMACAO,CANOVANAS,375,espa,avanzado,19.13
EDUARDO GARCIA CARRILLO,HUMACAO,CANOVANAS,255,espa,avanzado,5.26
EDUARDO J SALDANA,SAN JUAN,CAROLINA,279,espa,avanzado,9.46
EDUARDO NEUMANN GANDIA,PONCE,PONCE,344,espa,avanzado,12.09
EDUCACION BILINGUE LUIS MUNOZ IGLESIAS,CAGUAS,CIDRA,371,espa,avanzado,60.92
EL CONQUISTADOR,SAN JUAN,GUAYNABO,278,espa,avanzado,49.44
EL FARALLON,CAGUAS,BARRANQUITAS,166,espa,avanzado,39.47
EL PARQUE,HUMACAO,YABUCOA,177,espa,avanzado,62.96
EL SENORIAL,SAN JUAN,SAN JUAN II,250,espa,avanzado,8.06
ELADIO J VEGA,MAYAGUEZ,AGUADILLA,139,espa,avanzado,27.08
ELADIO TIRADO LOPEZ,MAYAGUEZ,AGUADILLA,410,espa,avanzado,17.45
ELBA LUGO CARRION,ARECIBO,ARECIBO,341,espa,avanzado,47.12
ELEANOR ROOSEVELT,SAN JUAN,SAN JUAN I,279,espa,avanzado,13.61
ELEM BO HIGUILLAR (ECOLOGICA),ARECIBO,VEGA ALTA,282,espa,avanzado,36.76
ELEMENTAL ALFONSO LOPEZ GARCIA,ARECIBO,VEGA ALTA,143,espa,avanzado,13.76
ELEMENTAL BARRIO LAS 400,HUMACAO,CANOVANAS,234,espa,avanzado,17.16
ELEMENTAL BO CEIBA,CAGUAS,CIDRA,225,espa,avanzado,17.52
ELEMENTAL NUEVA,SAN JUAN,SAN JUAN II,228,espa,avanzado,39.83
ELEMENTAL TALLABOA ALTA,PONCE,YAUCO,131,espa,avanzado,16.13
ELEMENTAL URBANA,BAYAMON,OROCOVIS,352,espa,avanzado,21.88
ELEMENTAL URBANA,ARECIBO,VEGA ALTA,206,espa,avanzado,20.83
ELEMENTAL URBANA K-6,CAGUAS,CIDRA,549,espa,avanzado,46.42
ELEMENTAL URBANA NUEVA,HUMACAO,FAJARDO,361,espa,avanzado,8.57
ELEMENTAL URBANA NUEVA,MAYAGUEZ,CABO ROJO,421,espa,avanzado,19.23
ELI RAMOS ROSARIO,ARECIBO,MANATI,516,espa,avanzado,32.02
ELISA DAVILA VAZQUEZ,ARECIBO,VEGA ALTA,185,espa,avanzado,37.04
ELOISA PASCUAL,CAGUAS,GURABO,649,espa,avanzado,23.08
ELPIDIO H RIVERA,MAYAGUEZ,MAYAGUEZ,376,espa,avanzado,13.81
ELSA E COUTO ANNONI,PONCE,YAUCO,108,espa,avanzado,38.1
ELVIRA  VICENTE,PONCE,YAUCO,314,espa,avanzado,18.12
ELVIRA M COLON,PONCE,SANTA ISABEL,475,espa,avanzado,14.41
EMERITA LEON ELEMENTAL,CAGUAS,CIDRA,590,espa,avanzado,13.46
EMILIANO FIGUEROA TORRES,HUMACAO,CANOVANAS,86,espa,avanzado,8.57
EMILIO CASTELAR,SAN JUAN,SAN JUAN I,157,espa,avanzado,68.29
EMILIO DEL TORO CUEVAS,SAN JUAN,SAN JUAN II,149,espa,avanzado,43.64
EMILIO R DELGADO,BAYAMON,COROZAL,1014,espa,avanzado,17.67
EPIFANIO ESTRADA,MAYAGUEZ,SAN SEBASTIAN,181,espa,avanzado,42.59
EPIFANIO FERNANDEZ VANGA,BAYAMON,BAYAMON,162,espa,avanzado,29.55
ERNESTINA BRACERO,BAYAMON,TOA BAJA,235,espa,avanzado,13.39
ERNESTINA MENDEZ,MAYAGUEZ,SAN SEBASTIAN,696,espa,avanzado,18.09
ERNESTO JUAN FONFRIAS,BAYAMON,TOA BAJA,111,espa,avanzado,13.21
ERNESTO RAMOS ANTONINI,PONCE,YAUCO,401,espa,avanzado,59.01
ERNESTO RAMOS ANTONINI,PONCE,PONCE,397,espa,avanzado,10.66
ERNESTO RAMOS ANTONINI,SAN JUAN,SAN JUAN II,177,espa,avanzado,4.09
ERNESTO RAMOS ANTONINI (MUSICA),SAN JUAN,SAN JUAN I,583,espa,avanzado,46.23
ESCUELA DE BELLA ARTES,HUMACAO,LAS PIEDRAS,481,espa,avanzado,58.73
ESCUELA ELEMENTAL NUEVA,MAYAGUEZ,MAYAGUEZ,439,espa,avanzado,38.26
ESCUELA LIBRE DE MUSICA,HUMACAO,LAS PIEDRAS,NA,espa,avanzado,NA
ESCUELA LIBRE DE MUSICA Y BELLA ARTES ERNESTO RAMOS ANTONINI,MAYAGUEZ,MAYAGUEZ,NA,espa,avanzado,NA
ESPECIALIZADA DE BELLAS ARTES,CAGUAS,CIDRA,238,espa,avanzado,51
ESPECIALIZADA EN CIENCIAS Y MATEMATICAS (CROEV),PONCE,SANTA ISABEL,NA,espa,avanzado,NA
ESPERANZA GONZALEZ,BAYAMON,OROCOVIS,198,espa,avanzado,64.65
ESPINO,MAYAGUEZ,AGUADILLA,266,espa,avanzado,13.58
ESPINOSA KUILAN,ARECIBO,VEGA ALTA,139,espa,avanzado,13.16
ESTEBAN ROSADO BAEZ,MAYAGUEZ,MAYAGUEZ,428,espa,avanzado,21.09
ESTER FELICIANO MENDOZA,MAYAGUEZ,AGUADILLA,376,espa,avanzado,9.52
ESTHER RIVERA,PONCE,SANTA ISABEL,186,espa,avanzado,62.5
EUGENIO BRAC,HUMACAO,FAJARDO,334,espa,avanzado,19.25
EUGENIO GUERRA CRUZ,CAGUAS,GUAYAMA,315,espa,avanzado,18.31
EUGENIO LE COMPTE BENITEZ,PONCE,PONCE,487,espa,avanzado,11.11
EUGENIO MARIA DE HOSTOS,ARECIBO,ARECIBO,273,espa,avanzado,24.64
EUGENIO MARIA DE HOSTOS,ARECIBO,ARECIBO,283,espa,avanzado,22.88
EUGENIO MARIA DE HOSTOS,HUMACAO,YABUCOA,178,espa,avanzado,54.08
EUGENIO MARIA DE HOSTOS,PONCE,PONCE,139,espa,avanzado,81.63
EUGENIO MARIA DE HOSTOS (INTERMEDIA),MAYAGUEZ,MAYAGUEZ,187,espa,avanzado,16.56
EUGENIO MARIA DE HOSTOS (SUPERIOR),MAYAGUEZ,MAYAGUEZ,974,espa,avanzado,27.56
EVA Y PATRIA CUSTODIO,MAYAGUEZ,MAYAGUEZ,289,espa,avanzado,25.42
EVARISTO CAMACHO,ARECIBO,MANATI,149,espa,avanzado,42.53
EVARISTO RIVERA CHEVREMONT,SAN JUAN,SAN JUAN II,365,espa,avanzado,13.9
EXTENSION BORINQUEN,MAYAGUEZ,AGUADILLA,91,espa,avanzado,26.53
FACTOR 5,ARECIBO,ARECIBO,413,espa,avanzado,26.38
FAIR VIEW,SAN JUAN,GUAYNABO,376,espa,avanzado,37.57
FAUSTINO SANTIAGO,BAYAMON,BAYAMON,144,espa,avanzado,4.9
FEDERICO ASENJO (PRE-TECNICA),SAN JUAN,SAN JUAN II,324,espa,avanzado,18.38
FEDERICO DEGETAU,CAGUAS,BARRANQUITAS,448,espa,avanzado,20.81
FEDERICO DEGETAU II,CAGUAS,BARRANQUITAS,296,espa,avanzado,20.83
FEDERICO DEGETAU Y GONZALEZ,PONCE,PONCE,144,espa,avanzado,6.21
FELIPA SANCHEZ CRUZADO,BAYAMON,COROZAL,144,espa,avanzado,0
FELIPE COLON DIAZ,PONCE,SANTA ISABEL,516,espa,avanzado,18.39
FELIPE GUTIERREZ,SAN JUAN,SAN JUAN II,311,espa,avanzado,4.52
FELIPE QUINONES,PONCE,YAUCO,98,espa,avanzado,40
FELIPE RIVERA CENTENO,CAGUAS,GURABO,391,espa,avanzado,16.36
FELIX CORDOVA DAVILA,ARECIBO,MANATI,236,espa,avanzado,88.07
FELIX GARAY ORTIZ,CAGUAS,GUAYAMA,215,espa,avanzado,77.48
FELIX LUCAS BENET,CAGUAS,CIDRA,118,espa,avanzado,17.31
FELIX ROSARIO RIOS,ARECIBO,ARECIBO,264,espa,avanzado,18.94
FELIX SANCHEZ CRUZ,HUMACAO,CANOVANAS,337,espa,avanzado,26.32
FELIX SEIJO,PONCE,UTUADO,154,espa,avanzado,14.89
FERMIN DELGADO DIAZ,HUMACAO,FAJARDO,579,espa,avanzado,17.98
FERNANDO CALLEJO,ARECIBO,MANATI,727,espa,avanzado,8.4
FERNANDO L MALAVE OLIVERAS,PONCE,PONCE,560,espa,avanzado,37.14
FERNANDO SURIA CHAVEZ,ARECIBO,MANATI,686,espa,avanzado,20.09
FIDEL LOPEZ COLON,BAYAMON,COROZAL,510,espa,avanzado,16.16
FIDELINA MELENDEZ MONSANTO,HUMACAO,FAJARDO,342,espa,avanzado,38.82
FLORENCIA GARCIA,HUMACAO,LAS PIEDRAS,501,espa,avanzado,8.7
FLORENCIO SANTIAGO,PONCE,SANTA ISABEL,273,espa,avanzado,26.82
FORTUNATO JORGE CORONA,MAYAGUEZ,MAYAGUEZ,187,espa,avanzado,26.92
FRANCISCA DAVILA SEMPRIT,BAYAMON,TOA BAJA,396,espa,avanzado,6.02
FRANCISCO GARCIA BOYRIE,CAGUAS,GUAYAMA,447,espa,avanzado,11.31
FRANCISCO GAZTAMBIDE VEGA,BAYAMON,BAYAMON,497,espa,avanzado,16.53
FRANCISCO JORDAN,PONCE,UTUADO,195,espa,avanzado,28.08
FRANCISCO LOPEZ CRUZ,BAYAMON,COROZAL,349,espa,avanzado,14.36
FRANCISCO MANRIQUE CABRERA,BAYAMON,BAYAMON,606,espa,avanzado,15.97
FRANCISCO MARIANO QUINONES,CAGUAS,GUAYAMA,166,espa,avanzado,67.06
FRANCISCO MATIAS LUGO,SAN JUAN,CAROLINA,584,espa,avanzado,11.47
FRANCISCO MENDOZA,MAYAGUEZ,SAN SEBASTIAN,938,espa,avanzado,27.4
FRANCISCO MENENDEZ BALBANE,ARECIBO,MANATI,134,espa,avanzado,71.59
FRANCISCO MORALES,BAYAMON,COROZAL,616,espa,avanzado,11.59
FRANCISCO OLLER,BAYAMON,TOA BAJA,752,espa,avanzado,8.75
FRANCISCO PACHIN MARIN,ARECIBO,ARECIBO,353,espa,avanzado,35.8
FRANCISCO PARRA DUPERON,PONCE,PONCE,135,espa,avanzado,60.29
FRANCISCO PIETRI MARIANI,PONCE,UTUADO,86,espa,avanzado,27.91
FRANCISCO PRADO PICART,PONCE,SANTA ISABEL,363,espa,avanzado,10.53
FRANCISCO RAMOS,PONCE,UTUADO,434,espa,avanzado,51.9
FRANCISCO RIVERA CLAUDIO,BAYAMON,OROCOVIS,274,espa,avanzado,18.12
FRANCISCO RODRIGUEZ LOPEZ,PONCE,YAUCO,190,espa,avanzado,67.38
FRANCISCO ROQUE MUNOZ,BAYAMON,COROZAL,156,espa,avanzado,30.14
FRANCISCO TORRES,HUMACAO,LAS PIEDRAS,222,espa,avanzado,10.17
FRANCISCO VALDES,CAGUAS,GURABO,142,espa,avanzado,16.9
FRANCISCO ZAYAS SANTANA,PONCE,SANTA ISABEL,419,espa,avanzado,12.79
FRANKLIN D ROOSEVELT,MAYAGUEZ,MAYAGUEZ,172,espa,avanzado,15.56
FRANKLIN DELANO ROOSEVELT,MAYAGUEZ,CABO ROJO,105,espa,avanzado,20
FRATERNIDAD,PONCE,YAUCO,100,espa,avanzado,81.25
FRAY BARTOLOME DE LAS CASAS,SAN JUAN,SAN JUAN II,242,espa,avanzado,29.79
FULGENCIO PINERO RODRIGUEZ,HUMACAO,LAS PIEDRAS,335,espa,avanzado,7.06
GABINO SOTO,HUMACAO,FAJARDO,237,espa,avanzado,30.25
GABRIELA MISTRAL,ARECIBO,CAMUY,204,espa,avanzado,14.85
GABRIELA MISTRAL,SAN JUAN,SAN JUAN I,628,espa,avanzado,1.96
GASPAR VILA MAYANS,SAN JUAN,SAN JUAN II,204,espa,avanzado,3.57
GATO I,BAYAMON,OROCOVIS,138,espa,avanzado,17.93
GENARO BOU,BAYAMON,COROZAL,198,espa,avanzado,22.45
GENARO CAUTINO,CAGUAS,GUAYAMA,375,espa,avanzado,63.84
GENEROSO MORALES MUNOZ,HUMACAO,YABUCOA,351,espa,avanzado,14.2
GENOVEVA PEREZ,MAYAGUEZ,AGUADILLA,128,espa,avanzado,29.85
GEORGE WASHINGTON,ARECIBO,CAMUY,329,espa,avanzado,40.22
GEORGINA ALVARADO,MAYAGUEZ,CABO ROJO,203,espa,avanzado,75.68
GEORGINA BAQUERO,HUMACAO,CANOVANAS,342,espa,avanzado,10.75
GERARDO SELLES SOLA,CAGUAS,GURABO,330,espa,avanzado,43.18
GERARDO SELLES SOLA,SAN JUAN,SAN JUAN II,281,espa,avanzado,9.66
GERMAN RIECKEHOFF,HUMACAO,FAJARDO,284,espa,avanzado,3.77
GILBERTO CONCEPCION DE GRACIA,SAN JUAN,CAROLINA,1185,espa,avanzado,15.99
GLORIA GONZALEZ,MAYAGUEZ,SAN SEBASTIAN,133,espa,avanzado,30.43
GUILLERMO GONZALEZ,CAGUAS,GUAYAMA,114,espa,avanzado,38.98
GUILLERMO RIEFKHOL,HUMACAO,YABUCOA,131,espa,avanzado,11.76
GULLERMINA ROSADO DE AYALA,HUMACAO,CANOVANAS,409,espa,avanzado,25.49
GUSTAVO A BECQUER,SAN JUAN,SAN JUAN II,145,espa,avanzado,15
HATO NUEVO,CAGUAS,GURABO,247,espa,avanzado,40.44
HATO VIEJO CUMBRE,ARECIBO,MANATI,134,espa,avanzado,23.38
HAYDEE CABALLERO,CAGUAS,GURABO,305,espa,avanzado,5.58
HAYDEE REXACH,SAN JUAN,SAN JUAN II,176,espa,avanzado,2.74
HEMETERIO COLON,PONCE,PONCE,294,espa,avanzado,26.01
HENRY W LONGFELLOW,MAYAGUEZ,CABO ROJO,334,espa,avanzado,60.89
HERACLIO RIVERA COLON,BAYAMON,TOA BAJA,171,espa,avanzado,38.46
HERMINIA C RAMIREZ,MAYAGUEZ,CABO ROJO,145,espa,avanzado,86.46
HERMINIA DIAZ APONTE,SAN JUAN,GUAYNABO,182,espa,avanzado,22.12
HERMINIA GARCIA,PONCE,PONCE,520,espa,avanzado,52.78
HERMINIA RIVERA FERNANDEZ,BAYAMON,BAYAMON,314,espa,avanzado,11.5
HERMINIO SIERRA,CAGUAS,BARRANQUITAS,NA,espa,avanzado,NA
HERMINIO W SANTAELLA,PONCE,SANTA ISABEL,NA,espa,avanzado,NA
HIPOLITO GARCIA,PONCE,YAUCO,312,espa,avanzado,20.47
HOMERO RIVERA SOLA,MAYAGUEZ,AGUADILLA,165,espa,avanzado,20.24
HORACE MANN,BAYAMON,TOA BAJA,161,espa,avanzado,40.74
IGNACIO MIRANDA,ARECIBO,VEGA ALTA,363,espa,avanzado,61.24
ILEANA DE GRACIA (SUPERIOR NUEVA),ARECIBO,VEGA ALTA,560,espa,avanzado,8.24
IMBERY,ARECIBO,MANATI,231,espa,avanzado,21.18
INDIERA FRIA,MAYAGUEZ,MAYAGUEZ,81,espa,avanzado,64.71
INES ENCARNACION,HUMACAO,FAJARDO,162,espa,avanzado,23.53
INES MARIA MENDOZA,CAGUAS,BARRANQUITAS,202,espa,avanzado,83.18
INES MARIA MENDOZA,CAGUAS,GURABO,261,espa,avanzado,18.11
INES MARIA MENDOZA,PONCE,YAUCO,232,espa,avanzado,69.71
INES MARIA MENDOZA,SAN JUAN,SAN JUAN II,738,espa,avanzado,6.35
INES MARIA MENDOZA,BAYAMON,BAYAMON,297,espa,avanzado,22.56
INOCENCIO CINTRON ZAYAS,CAGUAS,BARRANQUITAS,96,espa,avanzado,83.33
INOCENCIO MONTERO,PONCE,UTUADO,324,espa,avanzado,20.1
INSTITUTO LOAIZA CORDERO,SAN JUAN,SAN JUAN I,195,espa,avanzado,7.69
INSTITUTO TEC RECINTO DE GUAYAMA,CAGUAS,GUAYAMA,NA,espa,avanzado,NA
INSTITUTO TEC RECINTO DE MANATI,ARECIBO,MANATI,NA,espa,avanzado,NA
INSTITUTO TEC RECINTO DE SAN JUAN,SAN JUAN,SAN JUAN II,NA,espa,avanzado,NA
INT BO QUEBRADA ARENAS,BAYAMON,TOA BAJA,537,espa,avanzado,33.64
INTERMEDIA BO PILETAS,ARECIBO,CAMUY,559,espa,avanzado,25.87
INTERMEDIA BO QUEBRADILLAS,CAGUAS,BARRANQUITAS,357,espa,avanzado,31.55
INTERMEDIA CACIQUE AGUEYBANA,BAYAMON,BAYAMON,557,espa,avanzado,18.15
INTERMEDIA NUEVA,HUMACAO,FAJARDO,327,espa,avanzado,4.87
INTERMEDIA NUEVA BO MEDIANIA,HUMACAO,CANOVANAS,442,espa,avanzado,11.84
INTERMEDIA RAMON PEREZ PURCEL,PONCE,YAUCO,126,espa,avanzado,7.69
INTERMEDIA SABANA LLANA,CAGUAS,GUAYAMA,324,espa,avanzado,11.9
INTERMEDIA TALLABOA ALTA,PONCE,YAUCO,220,espa,avanzado,9.87
INTERMEDIA URBANA SALINAS,CAGUAS,GUAYAMA,329,espa,avanzado,14.73
IRMA DELIZ DE MUNOZ,MAYAGUEZ,SAN SEBASTIAN,664,espa,avanzado,11.56
ISAAC DEL ROSARIO,BAYAMON,TOA BAJA,476,espa,avanzado,32.95
ISABEL FLORES,HUMACAO,LAS PIEDRAS,550,espa,avanzado,20.91
ISABEL SUAREZ,MAYAGUEZ,AGUADILLA,501,espa,avanzado,12.19
ISMAEL MALDONADO LUGARO,PONCE,PONCE,203,espa,avanzado,10.75
JACINTO LOPEZ MARTINEZ,ARECIBO,VEGA ALTA,338,espa,avanzado,17.54
JAIME A COLLAZO DEL RIO,BAYAMON,OROCOVIS,782,espa,avanzado,15.53
JAIME C RODRIGUEZ,HUMACAO,YABUCOA,190,espa,avanzado,30.23
JAIME COIRA ORTIZ,ARECIBO,MANATI,187,espa,avanzado,37.6
JAIME L DREW,PONCE,PONCE,266,espa,avanzado,19.2
JAIME ROSARIO (BUENA VISTA ELEMENTAL),SAN JUAN,SAN JUAN II,99,espa,avanzado,53.13
JAMES GARFIELD,MAYAGUEZ,CABO ROJO,214,espa,avanzado,19.23
